group,id,course,semester,grade
11,720,Radiation Ecology and Environmental Science,1,10
11,720,Radiation Ecology and Environmental Science,1,13.5
11,720,Radiation Ecology and Environmental Science,1,13.5
11,720,Radiation Ecology and Environmental Science,1,9.5
11,720,Radiation Ecology and Environmental Science,1,10.5
11,720,Radiation Ecology and Environmental Science,1,11.5
11,720,Renewable Energy and Sustainable Living,2,11
11,720,Renewable Energy and Sustainable Living,2,10
11,720,Renewable Energy and Sustainable Living,2,8
11,720,Renewable Energy and Sustainable Living,2,7
11,720,Renewable Energy and Sustainable Living,2,6
11,720,Renewable Energy and Sustainable Living,2,7
11,720,Scavenging and Resource Management,1,6.5
11,720,Scavenging and Resource Management,1,6.75
11,720,Scavenging and Resource Management,1,2.25
11,720,Scavenging and Resource Management,1,6.75
11,720,Scavenging and Resource Management,1,11.5
11,720,Scavenging and Resource Management,1,9.25
11,720,Scavenging and Resource Management,1,7.25
11,720,Scavenging and Resource Management,1,12.75
11,720,Survival Skills and Wilderness Medicine,1,10.5
11,720,Survival Skills and Wilderness Medicine,1,11
11,720,Survival Skills and Wilderness Medicine,1,9
11,720,Survival Skills and Wilderness Medicine,1,7.5
11,720,Survival Skills and Wilderness Medicine,1,11.5
11,720,Survival Skills and Wilderness Medicine,1,11.5
11,752,Art and Expression in a Post-Apocalyptic World,2,7.5
11,752,Art and Expression in a Post-Apocalyptic World,2,12.5
11,752,Art and Expression in a Post-Apocalyptic World,2,9.5
11,752,Art and Expression in a Post-Apocalyptic World,2,8.5
11,752,Art and Expression in a Post-Apocalyptic World,2,7.5
11,752,Art and Expression in a Post-Apocalyptic World,2,9.5
11,752,Art and Expression in a Post-Apocalyptic World,2,12
11,752,Art and Expression in a Post-Apocalyptic World,2,8.5
11,752,Art and Expression in a Post-Apocalyptic World,2,12.5
11,752,Combat Tactics and Self-Defense,2,10.5
11,752,Combat Tactics and Self-Defense,2,7
11,752,Combat Tactics and Self-Defense,2,2.5
11,752,Community Building and Social Organization,2,9.9
11,752,Community Building and Social Organization,2,11.8
11,752,Community Building and Social Organization,2,12.3
11,752,Community Building and Social Organization,2,12.4
11,752,Community Building and Social Organization,2,12.1
11,752,Community Building and Social Organization,2,12.6
11,752,Mechanical Engineering and Vehicle Repair,1,10.5
11,752,Mechanical Engineering and Vehicle Repair,1,11
11,752,Mechanical Engineering and Vehicle Repair,1,9
11,752,Moral Philosophy and Ethical Decision-Making,1,9.5
11,752,Moral Philosophy and Ethical Decision-Making,1,6.5
11,752,Moral Philosophy and Ethical Decision-Making,1,10
11,752,Moral Philosophy and Ethical Decision-Making,1,9
11,752,Moral Philosophy and Ethical Decision-Making,1,8.5
11,752,Moral Philosophy and Ethical Decision-Making,1,9
11,752,Moral Philosophy and Ethical Decision-Making,1,8
11,752,Post-Apocalyptic History and Archaeology,2,12
11,752,Post-Apocalyptic History and Archaeology,2,11.5
11,752,Post-Apocalyptic History and Archaeology,2,8.5
11,752,Post-Apocalyptic History and Archaeology,2,10.5
11,752,Radiation Ecology and Environmental Science,1,10
11,752,Radiation Ecology and Environmental Science,1,9.5
11,752,Radiation Ecology and Environmental Science,1,13
11,752,Radiation Ecology and Environmental Science,1,13.5
11,752,Radiation Ecology and Environmental Science,1,11
11,752,Radiation Ecology and Environmental Science,1,13
11,752,Radiation Ecology and Environmental Science,1,15
11,752,Radiation Ecology and Environmental Science,1,9.5
11,752,Radiation Ecology and Environmental Science,1,11
11,752,Renewable Energy and Sustainable Living,2,7
11,752,Renewable Energy and Sustainable Living,2,7
11,752,Renewable Energy and Sustainable Living,2,8
11,752,Renewable Energy and Sustainable Living,2,11
11,752,Renewable Energy and Sustainable Living,2,8
11,752,Renewable Energy and Sustainable Living,2,10
11,752,Scavenging and Resource Management,1,7.75
11,752,Scavenging and Resource Management,1,6.5
11,752,Scavenging and Resource Management,1,5.5
11,752,Scavenging and Resource Management,1,6.5
11,752,Scavenging and Resource Management,1,7.75
11,752,Scavenging and Resource Management,1,8.5
11,752,Scavenging and Resource Management,1,7
11,752,Scavenging and Resource Management,1,6.5
11,752,Scavenging and Resource Management,1,8.25
11,752,Survival Skills and Wilderness Medicine,1,12.5
11,752,Survival Skills and Wilderness Medicine,1,14
11,752,Survival Skills and Wilderness Medicine,1,12.5
11,752,Survival Skills and Wilderness Medicine,1,9
11,752,Survival Skills and Wilderness Medicine,1,11
11,770,Art and Expression in a Post-Apocalyptic World,2,7.5
11,770,Art and Expression in a Post-Apocalyptic World,2,11
11,770,Art and Expression in a Post-Apocalyptic World,2,10
11,770,Art and Expression in a Post-Apocalyptic World,2,10.5
11,770,Art and Expression in a Post-Apocalyptic World,2,11
11,770,Art and Expression in a Post-Apocalyptic World,2,14
11,770,Art and Expression in a Post-Apocalyptic World,2,7
11,770,Art and Expression in a Post-Apocalyptic World,2,11.5
11,770,Art and Expression in a Post-Apocalyptic World,2,11.5
11,770,Combat Tactics and Self-Defense,2,9
11,770,Combat Tactics and Self-Defense,2,6.5
11,770,Combat Tactics and Self-Defense,2,13.5
11,770,Community Building and Social Organization,2,13.8
11,770,Community Building and Social Organization,2,12.3
11,770,Community Building and Social Organization,2,10.7
11,770,Community Building and Social Organization,2,13.5
11,770,Community Building and Social Organization,2,11.2
11,770,Community Building and Social Organization,2,12
11,770,Community Building and Social Organization,2,11.6
11,770,Mechanical Engineering and Vehicle Repair,1,8.5
11,770,Mechanical Engineering and Vehicle Repair,1,9.5
11,770,Mechanical Engineering and Vehicle Repair,1,7.5
11,770,Moral Philosophy and Ethical Decision-Making,1,7.5
11,770,Moral Philosophy and Ethical Decision-Making,1,8.5
11,770,Moral Philosophy and Ethical Decision-Making,1,9.5
11,770,Moral Philosophy and Ethical Decision-Making,1,9.5
11,770,Moral Philosophy and Ethical Decision-Making,1,7.5
11,770,Moral Philosophy and Ethical Decision-Making,1,8.5
11,770,Moral Philosophy and Ethical Decision-Making,1,7
11,770,Post-Apocalyptic History and Archaeology,2,13.5
11,770,Post-Apocalyptic History and Archaeology,2,11.5
11,770,Post-Apocalyptic History and Archaeology,2,13
11,770,Post-Apocalyptic History and Archaeology,2,9.5
11,770,Radiation Ecology and Environmental Science,1,12.5
11,770,Radiation Ecology and Environmental Science,1,7.5
11,770,Radiation Ecology and Environmental Science,1,13.5
11,770,Radiation Ecology and Environmental Science,1,11.5
11,770,Radiation Ecology and Environmental Science,1,12
11,770,Radiation Ecology and Environmental Science,1,13
11,770,Radiation Ecology and Environmental Science,1,12
11,770,Radiation Ecology and Environmental Science,1,10.5
11,770,Radiation Ecology and Environmental Science,1,14
11,770,Radiation Ecology and Environmental Science,1,15
11,770,Renewable Energy and Sustainable Living,2,8
11,770,Renewable Energy and Sustainable Living,2,7
11,770,Renewable Energy and Sustainable Living,2,9
11,770,Renewable Energy and Sustainable Living,2,9
11,770,Renewable Energy and Sustainable Living,2,7
11,770,Renewable Energy and Sustainable Living,2,6
11,770,Scavenging and Resource Management,1,8
11,770,Scavenging and Resource Management,1,9.75
11,770,Scavenging and Resource Management,1,5.5
11,770,Scavenging and Resource Management,1,7.5
11,770,Scavenging and Resource Management,1,7.5
11,770,Scavenging and Resource Management,1,6.75
11,770,Scavenging and Resource Management,1,8.75
11,770,Scavenging and Resource Management,1,7.5
11,770,Scavenging and Resource Management,1,8.5
11,770,Survival Skills and Wilderness Medicine,1,11
11,770,Survival Skills and Wilderness Medicine,1,12
11,770,Survival Skills and Wilderness Medicine,1,11.5
11,770,Survival Skills and Wilderness Medicine,1,12
11,770,Survival Skills and Wilderness Medicine,1,10
11,770,Survival Skills and Wilderness Medicine,1,12
12,6,Art and Expression in a Post-Apocalyptic World,2,15.5
12,6,Art and Expression in a Post-Apocalyptic World,2,14.5
12,6,Art and Expression in a Post-Apocalyptic World,2,12.5
12,6,Art and Expression in a Post-Apocalyptic World,2,9.5
12,6,Art and Expression in a Post-Apocalyptic World,2,14
12,6,Art and Expression in a Post-Apocalyptic World,2,10.5
12,6,Art and Expression in a Post-Apocalyptic World,2,11.5
12,6,Art and Expression in a Post-Apocalyptic World,2,13
12,6,Art and Expression in a Post-Apocalyptic World,2,13.5
12,6,Art and Expression in a Post-Apocalyptic World,2,12
12,6,Combat Tactics and Self-Defense,2,7.5
12,6,Combat Tactics and Self-Defense,2,6.5
12,6,Combat Tactics and Self-Defense,2,10
12,6,Community Building and Social Organization,2,10.3
12,6,Community Building and Social Organization,2,10.9
12,6,Community Building and Social Organization,2,12.6
12,6,Community Building and Social Organization,2,11.3
12,6,Community Building and Social Organization,2,12.5
12,6,Community Building and Social Organization,2,14.5
12,6,Community Building and Social Organization,2,12.2
12,6,Mechanical Engineering and Vehicle Repair,1,8.5
12,6,Mechanical Engineering and Vehicle Repair,1,12.5
12,6,Mechanical Engineering and Vehicle Repair,1,12.5
12,6,Moral Philosophy and Ethical Decision-Making,1,10
12,6,Moral Philosophy and Ethical Decision-Making,1,8.5
12,6,Moral Philosophy and Ethical Decision-Making,1,10
12,6,Moral Philosophy and Ethical Decision-Making,1,9
12,6,Moral Philosophy and Ethical Decision-Making,1,6
12,6,Moral Philosophy and Ethical Decision-Making,1,11.5
12,6,Moral Philosophy and Ethical Decision-Making,1,7.5
12,6,Post-Apocalyptic History and Archaeology,2,11
12,6,Post-Apocalyptic History and Archaeology,2,10.5
12,6,Post-Apocalyptic History and Archaeology,2,11.5
12,6,Radiation Ecology and Environmental Science,1,14
12,6,Radiation Ecology and Environmental Science,1,11.5
12,6,Radiation Ecology and Environmental Science,1,10
12,6,Radiation Ecology and Environmental Science,1,15
12,6,Radiation Ecology and Environmental Science,1,14.5
12,6,Radiation Ecology and Environmental Science,1,13.5
12,6,Radiation Ecology and Environmental Science,1,10
12,6,Radiation Ecology and Environmental Science,1,15.5
12,6,Radiation Ecology and Environmental Science,1,10.5
12,6,Renewable Energy and Sustainable Living,2,8
12,6,Renewable Energy and Sustainable Living,2,7
12,6,Renewable Energy and Sustainable Living,2,7
12,6,Renewable Energy and Sustainable Living,2,10
12,6,Renewable Energy and Sustainable Living,2,8
12,6,Renewable Energy and Sustainable Living,2,7
12,6,Scavenging and Resource Management,1,9
12,6,Scavenging and Resource Management,1,6.25
12,6,Scavenging and Resource Management,1,6.75
12,6,Scavenging and Resource Management,1,8
12,6,Scavenging and Resource Management,1,9.75
12,6,Scavenging and Resource Management,1,9.75
12,6,Scavenging and Resource Management,1,6.5
12,6,Scavenging and Resource Management,1,11
12,6,Scavenging and Resource Management,1,7.25
12,6,Survival Skills and Wilderness Medicine,1,13.5
12,6,Survival Skills and Wilderness Medicine,1,10
12,6,Survival Skills and Wilderness Medicine,1,9.5
12,6,Survival Skills and Wilderness Medicine,1,10
12,6,Survival Skills and Wilderness Medicine,1,11
12,6,Survival Skills and Wilderness Medicine,1,12
12,8,Art and Expression in a Post-Apocalyptic World,2,11
12,8,Art and Expression in a Post-Apocalyptic World,2,10
12,8,Art and Expression in a Post-Apocalyptic World,2,14
12,8,Art and Expression in a Post-Apocalyptic World,2,15.5
12,8,Art and Expression in a Post-Apocalyptic World,2,10.5
12,8,Art and Expression in a Post-Apocalyptic World,2,12.5
12,8,Art and Expression in a Post-Apocalyptic World,2,9
12,8,Art and Expression in a Post-Apocalyptic World,2,11.5
12,8,Art and Expression in a Post-Apocalyptic World,2,13
12,8,Art and Expression in a Post-Apocalyptic World,2,12.5
12,8,Combat Tactics and Self-Defense,2,6
12,8,Combat Tactics and Self-Defense,2,7.5
12,8,Combat Tactics and Self-Defense,2,7
12,8,Community Building and Social Organization,2,11.7
12,8,Community Building and Social Organization,2,10.4
12,8,Community Building and Social Organization,2,12
12,8,Community Building and Social Organization,2,12.7
12,8,Community Building and Social Organization,2,12.8
12,8,Community Building and Social Organization,2,11.2
12,8,Mechanical Engineering and Vehicle Repair,1,10.5
12,8,Mechanical Engineering and Vehicle Repair,1,13.5
12,8,Mechanical Engineering and Vehicle Repair,1,10.5
12,8,Moral Philosophy and Ethical Decision-Making,1,10
12,8,Moral Philosophy and Ethical Decision-Making,1,8
12,8,Moral Philosophy and Ethical Decision-Making,1,10
12,8,Moral Philosophy and Ethical Decision-Making,1,9
12,8,Moral Philosophy and Ethical Decision-Making,1,8.5
12,8,Moral Philosophy and Ethical Decision-Making,1,11
12,8,Moral Philosophy and Ethical Decision-Making,1,9.5
12,8,Post-Apocalyptic History and Archaeology,2,12
12,8,Post-Apocalyptic History and Archaeology,2,10.5
12,8,Post-Apocalyptic History and Archaeology,2,13.5
12,8,Post-Apocalyptic History and Archaeology,2,14
12,8,Radiation Ecology and Environmental Science,1,12.5
12,8,Radiation Ecology and Environmental Science,1,12.5
12,8,Radiation Ecology and Environmental Science,1,10.5
12,8,Radiation Ecology and Environmental Science,1,12.5
12,8,Radiation Ecology and Environmental Science,1,17.5
12,8,Radiation Ecology and Environmental Science,1,12.5
12,8,Radiation Ecology and Environmental Science,1,11.5
12,8,Radiation Ecology and Environmental Science,1,12.5
12,8,Radiation Ecology and Environmental Science,1,14.5
12,8,Radiation Ecology and Environmental Science,1,15.5
12,8,Renewable Energy and Sustainable Living,2,8
12,8,Renewable Energy and Sustainable Living,2,7
12,8,Renewable Energy and Sustainable Living,2,7
12,8,Renewable Energy and Sustainable Living,2,11
12,8,Renewable Energy and Sustainable Living,2,8
12,8,Renewable Energy and Sustainable Living,2,10
12,8,Scavenging and Resource Management,1,8.75
12,8,Scavenging and Resource Management,1,8.25
12,8,Scavenging and Resource Management,1,9.5
12,8,Scavenging and Resource Management,1,8.25
12,8,Scavenging and Resource Management,1,8.75
12,8,Scavenging and Resource Management,1,7.5
12,8,Scavenging and Resource Management,1,8.75
12,8,Scavenging and Resource Management,1,6.75
12,8,Scavenging and Resource Management,1,9.25
12,8,Survival Skills and Wilderness Medicine,1,15
12,8,Survival Skills and Wilderness Medicine,1,14.5
12,8,Survival Skills and Wilderness Medicine,1,9.5
12,8,Survival Skills and Wilderness Medicine,1,13
12,8,Survival Skills and Wilderness Medicine,1,10
12,8,Survival Skills and Wilderness Medicine,1,9
12,25,Art and Expression in a Post-Apocalyptic World,2,9.5
12,25,Art and Expression in a Post-Apocalyptic World,2,10
12,25,Art and Expression in a Post-Apocalyptic World,2,10.5
12,25,Art and Expression in a Post-Apocalyptic World,2,12
12,25,Art and Expression in a Post-Apocalyptic World,2,9
12,25,Art and Expression in a Post-Apocalyptic World,2,13.5
12,25,Art and Expression in a Post-Apocalyptic World,2,10
12,25,Art and Expression in a Post-Apocalyptic World,2,9
12,25,Art and Expression in a Post-Apocalyptic World,2,12.5
12,25,Combat Tactics and Self-Defense,2,7
12,25,Combat Tactics and Self-Defense,2,8
12,25,Community Building and Social Organization,2,12
12,25,Community Building and Social Organization,2,11
12,25,Community Building and Social Organization,2,12.3
12,25,Community Building and Social Organization,2,10.9
12,25,Community Building and Social Organization,2,11.7
12,25,Community Building and Social Organization,2,13.5
12,25,Community Building and Social Organization,2,10.8
12,25,Mechanical Engineering and Vehicle Repair,1,12.5
12,25,Mechanical Engineering and Vehicle Repair,1,8.5
12,25,Mechanical Engineering and Vehicle Repair,1,11.5
12,25,Moral Philosophy and Ethical Decision-Making,1,12
12,25,Moral Philosophy and Ethical Decision-Making,1,8.5
12,25,Moral Philosophy and Ethical Decision-Making,1,9
12,25,Moral Philosophy and Ethical Decision-Making,1,11
12,25,Moral Philosophy and Ethical Decision-Making,1,10.5
12,25,Moral Philosophy and Ethical Decision-Making,1,7
12,25,Moral Philosophy and Ethical Decision-Making,1,9
12,25,Post-Apocalyptic History and Archaeology,2,11.5
12,25,Post-Apocalyptic History and Archaeology,2,8.5
12,25,Post-Apocalyptic History and Archaeology,2,10
12,25,Post-Apocalyptic History and Archaeology,2,13
12,25,Radiation Ecology and Environmental Science,1,16.5
12,25,Radiation Ecology and Environmental Science,1,12
12,25,Radiation Ecology and Environmental Science,1,13
12,25,Radiation Ecology and Environmental Science,1,12.5
12,25,Radiation Ecology and Environmental Science,1,12.5
12,25,Radiation Ecology and Environmental Science,1,11
12,25,Radiation Ecology and Environmental Science,1,9
12,25,Radiation Ecology and Environmental Science,1,14
12,25,Radiation Ecology and Environmental Science,1,13
12,25,Radiation Ecology and Environmental Science,1,15.5
12,25,Renewable Energy and Sustainable Living,2,11
12,25,Renewable Energy and Sustainable Living,2,9
12,25,Renewable Energy and Sustainable Living,2,10
12,25,Renewable Energy and Sustainable Living,2,10
12,25,Renewable Energy and Sustainable Living,2,10
12,25,Renewable Energy and Sustainable Living,2,6
12,25,Scavenging and Resource Management,1,5
12,25,Scavenging and Resource Management,1,8.75
12,25,Scavenging and Resource Management,1,6.25
12,25,Scavenging and Resource Management,1,5.5
12,25,Scavenging and Resource Management,1,9.25
12,25,Scavenging and Resource Management,1,5.75
12,25,Scavenging and Resource Management,1,6.25
12,25,Scavenging and Resource Management,1,8
12,25,Scavenging and Resource Management,1,8.5
12,25,Survival Skills and Wilderness Medicine,1,13.5
12,25,Survival Skills and Wilderness Medicine,1,11.5
12,25,Survival Skills and Wilderness Medicine,1,9.5
12,25,Survival Skills and Wilderness Medicine,1,7
12,25,Survival Skills and Wilderness Medicine,1,13
12,25,Survival Skills and Wilderness Medicine,1,10
12,26,Art and Expression in a Post-Apocalyptic World,2,9
12,26,Art and Expression in a Post-Apocalyptic World,2,15
12,26,Art and Expression in a Post-Apocalyptic World,2,11.5
12,26,Art and Expression in a Post-Apocalyptic World,2,13
12,26,Art and Expression in a Post-Apocalyptic World,2,8
12,26,Art and Expression in a Post-Apocalyptic World,2,9
12,26,Art and Expression in a Post-Apocalyptic World,2,17.5
12,26,Art and Expression in a Post-Apocalyptic World,2,9
12,26,Art and Expression in a Post-Apocalyptic World,2,14.5
12,26,Art and Expression in a Post-Apocalyptic World,2,6
12,26,Combat Tactics and Self-Defense,2,6
12,26,Combat Tactics and Self-Defense,2,10
12,26,Community Building and Social Organization,2,11.1
12,26,Community Building and Social Organization,2,11.5
12,26,Community Building and Social Organization,2,13.8
12,26,Community Building and Social Organization,2,14.5
12,26,Community Building and Social Organization,2,9.8
12,26,Community Building and Social Organization,2,11.5
12,26,Community Building and Social Organization,2,13.6
12,26,Mechanical Engineering and Vehicle Repair,1,6
12,26,Mechanical Engineering and Vehicle Repair,1,11.5
12,26,Moral Philosophy and Ethical Decision-Making,1,6
12,26,Moral Philosophy and Ethical Decision-Making,1,6
12,26,Moral Philosophy and Ethical Decision-Making,1,9
12,26,Moral Philosophy and Ethical Decision-Making,1,9
12,26,Moral Philosophy and Ethical Decision-Making,1,11
12,26,Moral Philosophy and Ethical Decision-Making,1,10.5
12,26,Post-Apocalyptic History and Archaeology,2,10
12,26,Post-Apocalyptic History and Archaeology,2,11
12,26,Post-Apocalyptic History and Archaeology,2,13.5
12,26,Post-Apocalyptic History and Archaeology,2,14
12,26,Radiation Ecology and Environmental Science,1,9
12,26,Radiation Ecology and Environmental Science,1,13.5
12,26,Radiation Ecology and Environmental Science,1,12
12,26,Radiation Ecology and Environmental Science,1,13.5
12,26,Radiation Ecology and Environmental Science,1,12
12,26,Radiation Ecology and Environmental Science,1,14
12,26,Radiation Ecology and Environmental Science,1,12
12,26,Radiation Ecology and Environmental Science,1,15.5
12,26,Radiation Ecology and Environmental Science,1,12.5
12,26,Renewable Energy and Sustainable Living,2,5
12,26,Renewable Energy and Sustainable Living,2,10
12,26,Renewable Energy and Sustainable Living,2,7
12,26,Renewable Energy and Sustainable Living,2,11
12,26,Renewable Energy and Sustainable Living,2,9
12,26,Scavenging and Resource Management,1,7
12,26,Scavenging and Resource Management,1,7.75
12,26,Scavenging and Resource Management,1,9
12,26,Scavenging and Resource Management,1,10.75
12,26,Scavenging and Resource Management,1,9.25
12,26,Scavenging and Resource Management,1,7.25
12,26,Scavenging and Resource Management,1,4.75
12,26,Scavenging and Resource Management,1,9.5
12,26,Scavenging and Resource Management,1,8.5
12,26,Survival Skills and Wilderness Medicine,1,13.5
12,26,Survival Skills and Wilderness Medicine,1,11
12,26,Survival Skills and Wilderness Medicine,1,10
12,26,Survival Skills and Wilderness Medicine,1,9
12,26,Survival Skills and Wilderness Medicine,1,12
12,26,Survival Skills and Wilderness Medicine,1,11
12,27,Art and Expression in a Post-Apocalyptic World,2,12
12,27,Art and Expression in a Post-Apocalyptic World,2,12.5
12,27,Art and Expression in a Post-Apocalyptic World,2,8.5
12,27,Art and Expression in a Post-Apocalyptic World,2,12.5
12,27,Art and Expression in a Post-Apocalyptic World,2,10
12,27,Art and Expression in a Post-Apocalyptic World,2,15
12,27,Art and Expression in a Post-Apocalyptic World,2,12.5
12,27,Art and Expression in a Post-Apocalyptic World,2,12.5
12,27,Art and Expression in a Post-Apocalyptic World,2,13.5
12,27,Art and Expression in a Post-Apocalyptic World,2,10.5
12,27,Combat Tactics and Self-Defense,2,5.5
12,27,Combat Tactics and Self-Defense,2,3
12,27,Combat Tactics and Self-Defense,2,7.5
12,27,Community Building and Social Organization,2,11.5
12,27,Community Building and Social Organization,2,12.9
12,27,Community Building and Social Organization,2,10.6
12,27,Community Building and Social Organization,2,9.7
12,27,Community Building and Social Organization,2,10.7
12,27,Community Building and Social Organization,2,13.3
12,27,Community Building and Social Organization,2,11.6
12,27,Mechanical Engineering and Vehicle Repair,1,6.5
12,27,Mechanical Engineering and Vehicle Repair,1,10.5
12,27,Mechanical Engineering and Vehicle Repair,1,8.5
12,27,Moral Philosophy and Ethical Decision-Making,1,11
12,27,Moral Philosophy and Ethical Decision-Making,1,9
12,27,Moral Philosophy and Ethical Decision-Making,1,10
12,27,Moral Philosophy and Ethical Decision-Making,1,9
12,27,Moral Philosophy and Ethical Decision-Making,1,8
12,27,Moral Philosophy and Ethical Decision-Making,1,9
12,27,Moral Philosophy and Ethical Decision-Making,1,11
12,27,Post-Apocalyptic History and Archaeology,2,13
12,27,Post-Apocalyptic History and Archaeology,2,11
12,27,Post-Apocalyptic History and Archaeology,2,10.5
12,27,Post-Apocalyptic History and Archaeology,2,11.5
12,27,Radiation Ecology and Environmental Science,1,11.5
12,27,Radiation Ecology and Environmental Science,1,9.5
12,27,Radiation Ecology and Environmental Science,1,14
12,27,Radiation Ecology and Environmental Science,1,6.5
12,27,Radiation Ecology and Environmental Science,1,12.5
12,27,Radiation Ecology and Environmental Science,1,10.5
12,27,Radiation Ecology and Environmental Science,1,10
12,27,Radiation Ecology and Environmental Science,1,12
12,27,Radiation Ecology and Environmental Science,1,11.5
12,27,Renewable Energy and Sustainable Living,2,8
12,27,Renewable Energy and Sustainable Living,2,8
12,27,Renewable Energy and Sustainable Living,2,8
12,27,Renewable Energy and Sustainable Living,2,9
12,27,Renewable Energy and Sustainable Living,2,9
12,27,Renewable Energy and Sustainable Living,2,8
12,27,Scavenging and Resource Management,1,10.5
12,27,Scavenging and Resource Management,1,8.25
12,27,Scavenging and Resource Management,1,6
12,27,Scavenging and Resource Management,1,8.75
12,27,Scavenging and Resource Management,1,7.5
12,27,Scavenging and Resource Management,1,10.75
12,27,Scavenging and Resource Management,1,9
12,27,Scavenging and Resource Management,1,8.5
12,27,Scavenging and Resource Management,1,10
12,27,Survival Skills and Wilderness Medicine,1,12.5
12,27,Survival Skills and Wilderness Medicine,1,11
12,27,Survival Skills and Wilderness Medicine,1,8
12,27,Survival Skills and Wilderness Medicine,1,9
12,27,Survival Skills and Wilderness Medicine,1,12.5
12,27,Survival Skills and Wilderness Medicine,1,13
12,52,Art and Expression in a Post-Apocalyptic World,2,13.5
12,52,Art and Expression in a Post-Apocalyptic World,2,8.5
12,52,Art and Expression in a Post-Apocalyptic World,2,9
12,52,Art and Expression in a Post-Apocalyptic World,2,14
12,52,Art and Expression in a Post-Apocalyptic World,2,11
12,52,Art and Expression in a Post-Apocalyptic World,2,12.5
12,52,Art and Expression in a Post-Apocalyptic World,2,13.5
12,52,Art and Expression in a Post-Apocalyptic World,2,16
12,52,Art and Expression in a Post-Apocalyptic World,2,8.5
12,52,Combat Tactics and Self-Defense,2,14.5
12,52,Combat Tactics and Self-Defense,2,5
12,52,Combat Tactics and Self-Defense,2,6
12,52,Community Building and Social Organization,2,14.9
12,52,Community Building and Social Organization,2,12.5
12,52,Community Building and Social Organization,2,12.1
12,52,Community Building and Social Organization,2,14
12,52,Community Building and Social Organization,2,12.2
12,52,Community Building and Social Organization,2,13.1
12,52,Community Building and Social Organization,2,10.7
12,52,Mechanical Engineering and Vehicle Repair,1,10
12,52,Mechanical Engineering and Vehicle Repair,1,9.5
12,52,Mechanical Engineering and Vehicle Repair,1,11.5
12,52,Moral Philosophy and Ethical Decision-Making,1,9.5
12,52,Moral Philosophy and Ethical Decision-Making,1,10
12,52,Moral Philosophy and Ethical Decision-Making,1,10
12,52,Moral Philosophy and Ethical Decision-Making,1,6
12,52,Moral Philosophy and Ethical Decision-Making,1,10
12,52,Moral Philosophy and Ethical Decision-Making,1,8
12,52,Moral Philosophy and Ethical Decision-Making,1,9
12,52,Post-Apocalyptic History and Archaeology,2,14.5
12,52,Post-Apocalyptic History and Archaeology,2,12
12,52,Post-Apocalyptic History and Archaeology,2,7.5
12,52,Post-Apocalyptic History and Archaeology,2,11
12,52,Radiation Ecology and Environmental Science,1,12
12,52,Radiation Ecology and Environmental Science,1,13.5
12,52,Radiation Ecology and Environmental Science,1,12.5
12,52,Radiation Ecology and Environmental Science,1,8.5
12,52,Radiation Ecology and Environmental Science,1,14
12,52,Radiation Ecology and Environmental Science,1,18.5
12,52,Radiation Ecology and Environmental Science,1,12.5
12,52,Radiation Ecology and Environmental Science,1,13
12,52,Radiation Ecology and Environmental Science,1,17.5
12,52,Radiation Ecology and Environmental Science,1,15.5
12,52,Renewable Energy and Sustainable Living,2,12
12,52,Renewable Energy and Sustainable Living,2,9
12,52,Renewable Energy and Sustainable Living,2,7
12,52,Renewable Energy and Sustainable Living,2,11
12,52,Renewable Energy and Sustainable Living,2,8
12,52,Renewable Energy and Sustainable Living,2,6
12,52,Scavenging and Resource Management,1,10.25
12,52,Scavenging and Resource Management,1,11.75
12,52,Scavenging and Resource Management,1,8.25
12,52,Scavenging and Resource Management,1,10
12,52,Scavenging and Resource Management,1,6.75
12,52,Scavenging and Resource Management,1,8
12,52,Scavenging and Resource Management,1,6.75
12,52,Scavenging and Resource Management,1,8
12,52,Scavenging and Resource Management,1,7.5
12,52,Survival Skills and Wilderness Medicine,1,12
12,52,Survival Skills and Wilderness Medicine,1,9
12,52,Survival Skills and Wilderness Medicine,1,13.5
12,52,Survival Skills and Wilderness Medicine,1,12.5
12,52,Survival Skills and Wilderness Medicine,1,11
12,52,Survival Skills and Wilderness Medicine,1,10.5
12,77,Art and Expression in a Post-Apocalyptic World,2,11.5
12,77,Art and Expression in a Post-Apocalyptic World,2,9.5
12,77,Art and Expression in a Post-Apocalyptic World,2,6.5
12,77,Art and Expression in a Post-Apocalyptic World,2,9
12,77,Art and Expression in a Post-Apocalyptic World,2,11
12,77,Art and Expression in a Post-Apocalyptic World,2,17.5
12,77,Art and Expression in a Post-Apocalyptic World,2,12.5
12,77,Art and Expression in a Post-Apocalyptic World,2,14
12,77,Art and Expression in a Post-Apocalyptic World,2,13.5
12,77,Art and Expression in a Post-Apocalyptic World,2,14
12,77,Combat Tactics and Self-Defense,2,8
12,77,Combat Tactics and Self-Defense,2,9.5
12,77,Combat Tactics and Self-Defense,2,8
12,77,Community Building and Social Organization,2,12.1
12,77,Community Building and Social Organization,2,13.2
12,77,Community Building and Social Organization,2,9.7
12,77,Community Building and Social Organization,2,16.9
12,77,Community Building and Social Organization,2,11.6
12,77,Community Building and Social Organization,2,8.7
12,77,Community Building and Social Organization,2,12.6
12,77,Mechanical Engineering and Vehicle Repair,1,9
12,77,Mechanical Engineering and Vehicle Repair,1,6.5
12,77,Mechanical Engineering and Vehicle Repair,1,9.5
